;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
2890;femenino;comercio;fabrica de productos;enciso;1.0;8.0;2019-04-23;6000000.0;microempresarial
2891;femenino;comercio;variedades;jesus nazareno;3.0;10.0;2018-03-08;5000000.0;microempresarial
2892;femenino;comercio;variedades;belen;2.0;16.0;2017-10-13;5500000.0;microempresarial
2894;femenino;servicio;mantenimiento en;robledo;2.0;7.0;2018-05-22;5000000.0;microempresarial
2895;masculino;comercio;almacen de ropa en;popular;2.0;1.0;2019-03-19;8281000.0;microempresarial
2896;masculino;industria;carpinteria;belen;2.0;16.0;2017-04-03;7377000.0;microempresarial
2897;femenino;comercio;drogueria;palermo;2.0;4.0;2016-05-16;15000000.0;empresarial ed.
2898;femenino;servicio;comidas rapidas;blanquizal;1.0;13.0;2016-07-08;6000000.0;microempresarial
2899;femenino;comercio;legumbreria;doce de octubre no.1;2.0;6.0;2018-02-28;1000000.0;microempresarial
2900;femenino;comercio;almacen de ropa en;manrique central no. 1;3.0;4.0;2018-02-05;7000000.0;microempresarial
2901;masculino;servicio;mantenimiento en;manrique central no. 2;2.0;3.0;2018-01-22;6000000.0;microempresarial
2902;masculino;comercio;variedades;castilla;2.0;5.0;2017-06-27;7300000.0;microempresarial
2903;femenino;comercio;charcuteria;toscana;2.0;5.0;2016-10-06;6890000.0;microempresarial
2904;femenino;servicio;peluqueria;belen;3.0;16.0;2017-05-19;2000000.0;microempresarial
2905;femenino;comercio;tienda;robledo;2.0;7.0;2018-06-07;7800000.0;microempresarial
2906;masculino;servicio;servicios;belen;3.0;16.0;2019-02-22;8281000.0;microempresarial
2907;femenino;comercio;fabrica de;la loma;2.0;;2018-06-08;6000000.0;microempresarial
2908;femenino;comercio;variedades;robledo;2.0;7.0;2016-08-19;4000000.0;microempresarial
2909;masculino;comercio;comidas rapidas;villatina;1.0;8.0;2018-03-01;7800000.0;microempresarial
2910;masculino;comercio;venta de calzado;manrique oriental;2.0;3.0;2018-11-14;3000000.0;microempresarial
2911;femenino;comercio;tienda naturista;la sierra;1.0;8.0;2018-02-16;7000000.0;microempresarial
2912;masculino;servicio;mantenimiento en;castilla;3.0;5.0;2018-09-24;7800000.0;microempresarial
2913;femenino;servicio;comidas rapidas;pablo vi;2.0;2.0;2016-04-22;5000000.0;microempresarial
2914;femenino;industria;fabrica de;san pablo;2.0;1.0;2018-07-06;4000000.0;microempresarial
2915;masculino;servicio;legumbreria;juan xxiii la quiebra;1.0;13.0;2018-01-19;4000000.0;microempresarial
2916;masculino;industria;recreativo educativo;robledo;3.0;7.0;2019-05-03;8281160.0;microempresarial
2917;femenino;comercio;granero;robledo;2.0;13.0;2016-09-20;6800000.0;microempresarial
2918;femenino;comercio;fabrica de;enciso;2.0;8.0;2018-03-06;7000000.0;microempresarial
2919;femenino;comercio;variedades;doce de octubre no.1;2.0;6.0;2016-12-13;6890000.0;microempresarial
2920;masculino;comercio;almacen de ropa en;playon de los;2.0;2.0;2016-07-14;6890000.0;microempresarial
2921;masculino;comercio;tienda;belen;3.0;16.0;2018-02-14;7800000.0;microempresarial
2922;femenino;servicio;comidas rapidas;manrique oriental;2.0;3.0;2016-05-26;6800000.0;microempresarial
2923;masculino;comercio;comidas rapidas;boyaca;3.0;5.0;2017-01-27;3000000.0;microempresarial
2924;femenino;servicio;fotografia;manrique central no. 1;1.0;4.0;2019-03-20;8200000.0;microempresarial
2925;femenino;comercio;montallantas;popular;1.0;1.0;2017-04-26;7377000.0;microempresarial
2926;masculino;servicio;barberia;manrique central no. 2;2.0;3.0;2018-03-02;7500000.0;microempresarial
2927;masculino;servicio;carpinteria;manrique oriental;2.0;3.0;2016-09-05;4000000.0;microempresarial
2928;masculino;industria;fabrica de traperos;belen;2.0;16.0;2019-05-29;5000000.0;microempresarial
2929;masculino;comercio;almacen de ropa en;aranjuez;2.0;4.0;2018-01-26;6000000.0;microempresarial
2930;masculino;comercio;venta de calzado;santa cruz;2.0;2.0;2017-04-20;7377000.0;microempresarial
2931;femenino;servicio;tienda;belalcazar;2.0;5.0;2019-02-27;6000000.0;microempresarial
2932;femenino;servicio;cafe e internet;santo domingo savio;2.0;1.0;2018-07-05;7800000.0;microempresarial
2933;femenino;comercio;tienda;manrique central no. 2;2.0;3.0;2017-06-30;7300000.0;microempresarial
2934;femenino;servicio;variedades;belen;3.0;16.0;2017-12-07;4500000.0;microempresarial
2935;masculino;comercio;tienda;boyaca;3.0;5.0;2018-01-18;3000000.0;microempresarial
2936;femenino;comercio;almacen de ropa en;buenos aires;2.0;9.0;2016-11-01;2500000.0;microempresarial
2938;femenino;comercio;variedades;santo domingo savio;1.0;1.0;2016-11-23;1200000.0;microempresarial
2939;femenino;industria;fabrica de;santo domingo savio;2.0;1.0;2018-10-03;7800000.0;microempresarial
2940;masculino;servicio;publicidad y;guayabal;3.0;15.0;2016-12-13;7583994.0;empresarial ed.
2941;femenino;comercio;variedades;manrique central no. 1;2.0;4.0;2018-03-08;7800000.0;microempresarial
2942;masculino;industria;fabrica de;santa monica;1.0;12.0;2018-06-15;7800000.0;microempresarial
2943;femenino;servicio;comidas rapidas;aranjuez;2.0;4.0;2018-11-30;4000000.0;microempresarial
2944;femenino;comercio;comidas rapidas;tricentenario;3.0;5.0;2017-04-26;5000000.0;microempresarial
2945;masculino;servicio;peluqueria;robledo;2.0;7.0;2016-08-09;6890000.0;microempresarial
2946;masculino;comercio;tienda;manrique central no. 1;2.0;4.0;2018-08-29;1000000.0;microempresarial
2947;femenino;servicio;recreativo educativo;santa cruz;2.0;2.0;2016-12-07;6894000.0;juridica y cap.semilla
2948;masculino;comercio;variedades;manrique oriental;1.0;3.0;2018-02-22;4300000.0;microempresarial
2949;femenino;comercio;venta de calzado;villa hermosa;3.0;8.0;2017-01-19;6000000.0;microempresarial
2950;femenino;comercio;tienda;robledo;1.0;7.0;2019-03-07;3000000.0;microempresarial
2951;masculino;industria;fabrica de calzado;la milagrosa;3.0;9.0;2017-05-19;7000000.0;microempresarial
2953;femenino;servicio;distribuidora de;robledo;2.0;7.0;2016-09-05;5000000.0;microempresarial
2954;masculino;comercio;legumbreria;la floresta;1.0;12.0;2016-03-29;4000000.0;microempresarial
2955;femenino;comercio;charcuteria;manrique central no. 1;3.0;4.0;2016-10-19;3000000.0;microempresarial
2956;masculino;servicio;cafe e internet;enciso;2.0;8.0;2018-04-09;7800000.0;microempresarial
2957;masculino;comercio;variedades;prado;3.0;10.0;2017-06-02;7370000.0;microempresarial
2958;femenino;servicio;peluqueria;cabecera san antonio;2.0;;2018-08-03;1300000.0;microempresarial
2959;femenino;industria;fabrica de;20 de julio;1.0;13.0;2017-08-18;3300000.0;microempresarial
2960;femenino;industria;fabrica de;campo valdes no. 1;3.0;4.0;2018-06-22;4000000.0;microempresarial
2961;femenino;servicio;peluqueria;aranjuez;2.0;4.0;2016-11-17;6800000.0;microempresarial
2962;masculino;servicio;lavanderia;villatina;1.0;8.0;2019-04-05;2500000.0;microempresarial
2963;femenino;industria;fabrica de;el salvador;3.0;9.0;2016-07-15;3200000.0;microempresarial
2964;femenino;comercio;restaurante;el corazon;2.0;13.0;2016-10-05;6800000.0;microempresarial
2965;femenino;comercio;tienda;carpinelo;1.0;1.0;2018-11-21;7800000.0;microempresarial
2966;masculino;comercio;variedades;boston;3.0;10.0;2018-06-08;6000000.0;microempresarial
2967;masculino;comercio;lavanderia;cordoba;3.0;7.0;2017-04-07;7000000.0;microempresarial
2968;femenino;comercio;variedades;playon de los;2.0;2.0;2018-06-06;3000000.0;microempresarial
2969;femenino;comercio;distribuidora de;boston;3.0;10.0;2018-05-07;7800000.0;microempresarial
2970;masculino;industria;fabrica de;villa hermosa;3.0;8.0;2018-08-06;7800000.0;microempresarial
2971;masculino;industria;fabrica de muebles;popular;2.0;1.0;2018-06-14;7000000.0;microempresarial
2972;masculino;comercio;productos de belleza;santo domingo savio;1.0;1.0;2018-09-14;2000000.0;microempresarial
2974;masculino;comercio;restaurante;manrique central no. 1;3.0;4.0;2017-04-05;7377000.0;microempresarial
2975;femenino;comercio;legumbreria;popular;1.0;1.0;2018-08-29;7000000.0;microempresarial
2976;femenino;comercio;variedades;toscana;2.0;5.0;2018-10-30;4500000.0;microempresarial
2977;femenino;comercio;fabrica de;cabecera san antonio;2.0;;2017-07-06;1500000.0;microempresarial
2978;femenino;comercio;variedades;la milagrosa;1.0;9.0;2018-03-13;7300000.0;microempresarial
2979;masculino;comercio;tienda;belen;3.0;16.0;2017-11-22;7370000.0;microempresarial
2981;femenino;comercio;distribuidora de;pedregal;3.0;6.0;2017-04-07;5000000.0;microempresarial
2982;masculino;comercio;tienda;san javier no.1;1.0;13.0;2018-05-16;7800000.0;microempresarial
2983;femenino;servicio;mantenimiento en;la america;3.0;12.0;2017-03-02;6000000.0;microempresarial
2984;masculino;comercio;fabrica de helados;castilla;3.0;5.0;2018-07-23;7500000.0;microempresarial
2985;femenino;comercio;almacen de ropa en;aranjuez;3.0;4.0;2018-05-31;7812000.0;microempresarial
2986;femenino;industria;fabrica de;el rodeo;3.0;15.0;2017-06-15;6000000.0;microempresarial
2987;masculino;comercio;charcuteria;doce de octubre no.1;2.0;6.0;2017-02-08;7000000.0;microempresarial
2988;femenino;industria;fabrica de;la milagrosa;3.0;9.0;2016-12-20;4500000.0;microempresarial
2989;femenino;comercio;tienda;playon de los;2.0;2.0;2016-02-19;6000000.0;microempresarial
2991;masculino;industria;fabrica de;la francia;1.0;2.0;2018-03-06;4000000.0;microempresarial
2992;femenino;industria;fabrica de;veinte de julio;2.0;13.0;2016-02-09;6800000.0;microempresarial
2993;masculino;comercio;marroquineria;playon de los;1.0;2.0;2018-12-17;5000000.0;microempresarial
2994;femenino;comercio;distribuidora de;santa cruz;2.0;2.0;2017-05-09;7377000.0;microempresarial
2995;masculino;servicio;productos de belleza;robledo;2.0;7.0;2019-01-18;8200000.0;microempresarial
2996;femenino;comercio;papeleria;manrique central no. 2;3.0;3.0;2018-02-09;7800000.0;microempresarial
2998;masculino;comercio;fabrica de;aranjuez;3.0;4.0;2019-06-06;6000000.0;microempresarial
2999;femenino;comercio;distribuidora de;popular;2.0;1.0;2017-12-27;7300000.0;microempresarial
3000;femenino;comercio;comidas rapidas;pedregal;2.0;6.0;2017-06-28;7377000.0;microempresarial
3001;masculino;comercio;comidas rapidas;santa cruz;2.0;2.0;2018-07-12;5000000.0;microempresarial
3002;femenino;comercio;tienda;buenos aires;2.0;9.0;2018-10-03;7800000.0;microempresarial
3003;femenino;comercio;variedades;robledo;3.0;7.0;2018-06-08;10000000.0;juridica y cap.semilla
3004;femenino;comercio;tienda de helados;barrio caicedo;2.0;9.0;2017-09-14;5000000.0;microempresarial
3005;femenino;comercio;comidas rapidas;castilla;3.0;5.0;2017-01-30;7370000.0;microempresarial
3006;femenino;comercio;almacen de ropa en;aranjuez;3.0;4.0;2018-05-02;7000000.0;microempresarial
3007;femenino;comercio;miscelanea;llanaditas;1.0;8.0;2017-05-17;7377000.0;microempresarial
3008;femenino;comercio;variedades;pedregal;3.0;6.0;2017-10-03;3000000.0;microempresarial
3009;femenino;comercio;distribuidora de;la loma;2.0;;2018-01-17;19500000.0;microempresarial
3010;femenino;industria;fabrica de;altavista;2.0;;2018-09-05;6000000.0;microempresarial
3011;masculino;industria;fabrica de calzado;santa cruz;2.0;2.0;2018-08-02;6000000.0;microempresarial
3012;femenino;comercio;comidas rapidas;cabecera san antonio;3.0;;2017-03-09;7377170.0;microempresarial
3013;femenino;comercio;miscelanea;santo domingo savio;2.0;1.0;2017-08-24;6000000.0;microempresarial
3014;femenino;comercio;pañalera;buenos aires;2.0;9.0;2017-05-31;7370000.0;microempresarial
3015;femenino;servicio;variedades;santa cruz;2.0;2.0;2017-11-27;4000000.0;microempresarial
3016;femenino;comercio;fabrica de;santa cruz;2.0;2.0;2017-06-23;7377000.0;microempresarial
3017;femenino;industria;fabrica de;santo domingo savio;2.0;1.0;2017-09-18;7300000.0;microempresarial
3018;masculino;industria;mantenimiento en;picachito;1.0;6.0;2018-05-11;7800000.0;microempresarial
3019;masculino;comercio;tienda;la america;3.0;12.0;2017-10-04;5000000.0;microempresarial
3020;masculino;comercio;tienda;santo domingo savio;2.0;1.0;2018-06-05;7800000.0;microempresarial
3021;masculino;comercio;granero;alejandro echavarria;3.0;9.0;2018-02-16;7800000.0;microempresarial
3023;femenino;comercio;comidas rapidas;barrio caicedo;2.0;9.0;2017-12-04;7300000.0;microempresarial
3024;femenino;comercio;cerrajeria;moravia;2.0;4.0;2018-07-10;7800000.0;microempresarial
3025;femenino;comercio;tienda;el pesebre;1.0;13.0;2018-08-29;5000000.0;microempresarial
3026;masculino;comercio;comidas rapidas;popular;2.0;1.0;2018-04-23;6000000.0;microempresarial
3027;femenino;servicio;restaurante;manrique central no. 2;1.0;3.0;2018-01-26;7800000.0;microempresarial
3028;masculino;comercio;distribuidora de;robledo;2.0;7.0;2016-04-28;6000000.0;microempresarial
3030;femenino;comercio;tienda;manrique oriental;2.0;3.0;2019-04-29;6750000.0;microempresarial
3031;masculino;comercio;almacen de ropa en;robledo;2.0;7.0;2017-07-06;3500000.0;microempresarial
3032;femenino;comercio;variedades;barrio caicedo;2.0;9.0;2017-05-04;63000000.0;microempresarial
3033;masculino;comercio;variedades;robledo;2.0;7.0;2016-07-12;2000000.0;microempresarial
3034;masculino;comercio;recreativo educativo;prado;2.0;10.0;2016-05-13;6890000.0;microempresarial
3035;femenino;comercio;variedades;santo domingo savio;2.0;1.0;2018-04-27;1200000.0;microempresarial
3036;masculino;comercio;restaurante;enciso;2.0;8.0;2017-01-30;7000000.0;microempresarial
3037;masculino;industria;fabrica de;robledo;1.0;7.0;2017-02-20;7370000.0;microempresarial
3038;femenino;comercio;variedades;belen;3.0;16.0;2017-11-16;6000000.0;microempresarial
3039;femenino;comercio;comidas rapidas;juan xxiii la quiebra;1.0;13.0;2017-11-29;7000000.0;microempresarial
3040;masculino;industria;fabrica de muebles;alfonso lopez;3.0;5.0;2017-06-01;1500000.0;microempresarial
3042;masculino;servicio;fabrica de juegos;cordoba;2.0;10.0;2019-06-19;6000000.0;microempresarial
3043;femenino;comercio;comidas rapidas;la pradera;2.0;13.0;2018-11-15;6000000.0;microempresarial
3044;femenino;comercio;comidas rapidas;manrique central no. 2;2.0;3.0;2019-05-27;4000000.0;microempresarial
3045;masculino;comercio;recreativo educativo;la esperanza;1.0;6.0;2017-06-15;2000000.0;microempresarial
3046;femenino;comercio;comidas rapidas;trinidad;3.0;15.0;2017-12-14;3000000.0;microempresarial
3047;masculino;comercio;comidas rapidas;playon de los;2.0;2.0;2018-11-27;4000000.0;microempresarial
3048;femenino;comercio;almacen de ropa en;palermo;2.0;4.0;2017-11-28;7377000.0;microempresarial
3049;femenino;industria;fabrica de;san javier no.1;1.0;13.0;2018-06-20;7800000.0;microempresarial
3050;femenino;comercio;panaderia;trinidad;3.0;15.0;2017-11-07;6000000.0;microempresarial
3051;masculino;comercio;tienda;aranjuez;3.0;4.0;2018-04-09;7800000.0;microempresarial
3052;femenino;comercio;cafeteria;santo domingo savio;2.0;1.0;2017-09-05;7300000.0;microempresarial
3053;masculino;comercio;cafeteria;san javier no.1;2.0;13.0;2016-11-03;4000000.0;microempresarial
3054;masculino;comercio;variedades;robledo;2.0;7.0;2016-02-24;6000000.0;microempresarial
3055;masculino;comercio;miscelanea;santander;2.0;6.0;2017-01-10;5000000.0;microempresarial
3056;masculino;comercio;deposito de;manrique central no. 2;1.0;3.0;2016-05-26;6890000.0;microempresarial
3057;femenino;industria;distribuidora de;cabecera san antonio;2.0;;2016-11-03;3000000.0;microempresarial
3058;femenino;comercio;comidas rapidas;castilla;3.0;5.0;2017-12-13;4300000.0;microempresarial
3059;masculino;servicio;recreativo educativo;campo valdes no. 1;2.0;4.0;2019-03-07;6600000.0;microempresarial
3060;masculino;comercio;comidas rapidas;belen;2.0;16.0;2017-11-08;4400000.0;microempresarial
3061;femenino;industria;fabrica de;belen;3.0;16.0;2017-01-25;5700000.0;microempresarial
3062;femenino;comercio;fabrica de;barrio caicedo;1.0;9.0;2018-04-25;1800000.0;microempresarial
3063;femenino;comercio;variedades;manrique central no. 1;3.0;4.0;2018-09-03;7800000.0;microempresarial
3064;masculino;comercio;tienda de helados;san javier no.1;2.0;13.0;2016-07-19;27000000.0;empresarial ed.
3065;masculino;comercio;fabrica de;santo domingo savio;1.0;1.0;2018-01-26;7300000.0;microempresarial
3066;masculino;servicio;barberia;enciso;2.0;8.0;2016-08-23;6890000.0;microempresarial
3067;femenino;comercio;almacen de ropa en;cabecera san cristobal;3.0;;2016-11-08;3000000.0;microempresarial
3068;femenino;industria;variedades;campo valdes no. 1;3.0;4.0;2018-02-26;5000000.0;microempresarial
3069;masculino;industria;tienda;san javier no.1;2.0;13.0;2019-05-08;6000000.0;microempresarial
3070;femenino;industria;fabrica de;enciso;1.0;8.0;2016-12-05;2000000.0;microempresarial
3071;femenino;industria;fabrica de;robledo;2.0;7.0;2017-03-03;7000000.0;microempresarial
3072;femenino;industria;fabrica de;manrique central no. 1;2.0;4.0;2018-07-25;7800000.0;microempresarial
3073;femenino;comercio;variedades;cabecera san cristobal;1.0;;2018-08-22;782000.0;microempresarial
3074;masculino;servicio;lavanderia;castilla;3.0;5.0;2017-11-23;6000000.0;microempresarial
3075;femenino;servicio;peluqueria;robledo;2.0;7.0;2016-09-09;5000000.0;microempresarial
3077;masculino;comercio;restaurante;cabecera san antonio;2.0;;2016-09-05;6800000.0;microempresarial
3078;femenino;comercio;fabrica de helados;barrio caicedo;2.0;9.0;2018-08-29;6000000.0;microempresarial
3079;masculino;industria;fabrica de calzado;el rincon;2.0;16.0;2016-06-15;2000000.0;microempresarial
3080;masculino;servicio;gimnasio;belen;3.0;16.0;2018-06-14;7800000.0;microempresarial
3081;masculino;industria;recreativo educativo;enciso;2.0;8.0;2016-03-31;6800000.0;microempresarial
3082;femenino;comercio;comidas rapidas;manrique oriental;2.0;3.0;2018-08-08;5000000.0;microempresarial
3084;femenino;comercio;organización y;santo domingo savio;1.0;1.0;2019-05-03;8000000.0;microempresarial
3085;femenino;industria;fabrica de;manrique central no. 1;3.0;4.0;2018-08-17;3000000.0;microempresarial
3086;masculino;comercio;tienda;manrique oriental;2.0;3.0;2019-03-28;2000000.0;microempresarial
3087;masculino;servicio;restaurante;buenos aires;3.0;9.0;2017-11-14;30000000.0;empresarial ed.
3088;femenino;servicio;restaurante;popular;2.0;1.0;2016-08-25;6300000.0;microempresarial
3090;masculino;servicio;tienda;aranjuez;2.0;4.0;2017-09-21;4400000.0;microempresarial
3091;femenino;industria;fabrica de;manrique central no. 1;3.0;4.0;2019-06-26;8200000.0;microempresarial
3092;masculino;comercio;panaderia;francisco antonio zea;3.0;5.0;2018-09-03;5000000.0;microempresarial
3093;femenino;comercio;tienda;cabecera san antonio;2.0;;2018-01-03;6000000.0;microempresarial
3094;femenino;industria;fotografia;popular;2.0;1.0;2017-02-13;7000000.0;microempresarial
3095;femenino;industria;fabrica de;enciso;1.0;8.0;2016-05-18;5000000.0;microempresarial
3096;femenino;industria;fabrica de;robledo;3.0;7.0;2018-05-07;2000000.0;microempresarial
3097;femenino;industria;fabrica de;calasanz;3.0;12.0;2016-10-26;5000000.0;microempresarial
3098;femenino;industria;fabrica de;playon de los;2.0;2.0;2018-09-10;7800000.0;microempresarial
3099;masculino;servicio;peluqueria;el astillero;2.0;;2018-04-17;5000000.0;microempresarial
3100;masculino;comercio;fabrica de;san javier no.1;3.0;13.0;2018-01-26;7812000.0;microempresarial
3101;masculino;comercio;almacen de ropa en;san javier no.1;1.0;13.0;2018-07-24;7800000.0;microempresarial
3102;masculino;comercio;variedades;villa hermosa;2.0;8.0;2017-03-22;2000000.0;microempresarial
3103;femenino;comercio;papeleria;enciso;2.0;8.0;2019-04-10;6000000.0;microempresarial
3104;masculino;industria;fabrica de;popular;2.0;1.0;2018-03-07;1000000.0;microempresarial
3105;femenino;comercio;variedades;santo domingo savio;2.0;1.0;2018-02-13;6000000.0;microempresarial
3106;masculino;agropecuaria;sembrados;la milagrosa;2.0;9.0;2016-09-06;6890000.0;microempresarial
3107;femenino;comercio;variedades;la milagrosa;3.0;9.0;2018-04-24;1000000.0;microempresarial
3108;femenino;comercio;comidas rapidas;belen;3.0;16.0;2016-10-10;4000000.0;microempresarial
3109;masculino;industria;fabrica de muebles;manrique oriental;2.0;3.0;2018-09-24;7000000.0;microempresarial
3110;femenino;comercio;almacen de ropa en;centro admtivo;3.0;10.0;2017-10-31;7370000.0;microempresarial
3111;masculino;comercio;legumbreria;loreto;3.0;9.0;2018-04-25;4500000.0;microempresarial
3112;masculino;comercio;licorera;20 de julio;1.0;13.0;2016-11-30;6890000.0;microempresarial
3113;femenino;industria;fabrica de;13 de noviembre;2.0;8.0;2018-08-29;3000000.0;microempresarial
3114;femenino;comercio;legumbreria;doce de octubre no.1;1.0;6.0;2019-05-17;4500000.0;microempresarial
3115;masculino;servicio;fabrica de;trinidad;3.0;15.0;2018-07-11;7800000.0;microempresarial
3116;femenino;comercio;comidas rapidas;manrique central no. 1;2.0;4.0;2017-08-10;6000000.0;microempresarial
3117;femenino;comercio;tienda;cabecera san cristobal;2.0;;2017-05-02;7000000.0;microempresarial
3118;masculino;comercio;deposito de;santo domingo savio;1.0;1.0;2018-02-13;6000000.0;microempresarial
3119;femenino;comercio;almacen de ropa en;llanaditas;2.0;8.0;2018-01-31;6000000.0;microempresarial
3120;masculino;comercio;fabrica de calzado;robledo;2.0;7.0;2018-02-08;5000000.0;microempresarial
3121;femenino;comercio;variedades;san javier no.2;1.0;13.0;2017-04-05;3000000.0;microempresarial
3122;femenino;comercio;variedades;popular;1.0;1.0;2017-01-25;6800000.0;microempresarial
3123;masculino;industria;fabrica de;calasanz;2.0;12.0;2016-09-23;6890000.0;juridica y cap.semilla
3124;masculino;comercio;mensajeria;castilla;3.0;5.0;2017-05-08;7300000.0;microempresarial
3125;femenino;comercio;peluqueria;campo valdes no. 1;3.0;4.0;2018-02-02;7800000.0;microempresarial
3126;femenino;comercio;variedades;robledo;2.0;7.0;2018-06-27;7800000.0;microempresarial
3127;femenino;comercio;comidas rapidas;buenos aires;2.0;9.0;2017-11-08;7000000.0;microempresarial
3128;masculino;industria;fabrica de;el triunfo;1.0;6.0;2017-02-23;7300000.0;microempresarial
3129;femenino;servicio;peluqueria;buenos aires;1.0;9.0;2017-12-12;7377000.0;microempresarial
3130;femenino;comercio;comidas rapidas;pablo vi;2.0;2.0;2017-07-18;7377000.0;microempresarial
3131;femenino;comercio;almacen de ropa en;belen;2.0;16.0;2019-03-13;5000000.0;microempresarial
3132;femenino;industria;fabrica de;robledo;2.0;7.0;2017-08-31;7300000.0;microempresarial
3133;femenino;comercio;tienda de helados;san javier no.1;3.0;13.0;2017-07-06;7000000.0;microempresarial
3134;femenino;servicio;taller de mecanica;campo valdes no. 1;3.0;4.0;2016-12-29;6890000.0;microempresarial
3135;femenino;industria;fabrica de;san javier no.1;2.0;13.0;2017-11-07;7300000.0;microempresarial
3136;masculino;comercio;fabrica de alimentos;la floresta;2.0;12.0;2016-08-02;4000000.0;microempresarial
3137;masculino;comercio;variedades;robledo;3.0;7.0;2018-06-15;7800000.0;microempresarial
3138;masculino;agropecuaria;sembrados;cabecera san antonio;2.0;;2018-07-24;5000000.0;agropecuaria
3139;masculino;comercio;variedades;san benito;1.0;10.0;2018-10-11;800000.0;microempresarial
3140;masculino;servicio;gimnasio;villa del socorro;2.0;2.0;2017-08-25;7377000.0;microempresarial
3142;femenino;comercio;variedades;san pablo;1.0;1.0;2016-12-07;6890000.0;microempresarial
3143;femenino;industria;fabrica de;buenos aires;3.0;9.0;2018-07-05;7500000.0;microempresarial
3144;femenino;comercio;tienda;cabecera san cristobal;3.0;4.0;2017-09-29;4000000.0;microempresarial
3146;femenino;comercio;comidas rapidas;parque norte;2.0;4.0;2016-11-24;8000000.0;microempresarial
3147;femenino;industria;fabrica de helados;belen;3.0;16.0;2016-02-15;5000000.0;microempresarial
3148;femenino;comercio;charcuteria;villa hermosa;3.0;8.0;2016-05-11;1500000.0;microempresarial
3149;masculino;comercio;variedades;centro admtivo;2.0;10.0;2017-04-17;1200000.0;microempresarial
3150;femenino;comercio;productos de belleza;castilla;2.0;5.0;2017-08-18;5000000.0;microempresarial
3151;femenino;servicio;charcuteria;versalles no. 2;1.0;3.0;2017-05-22;7377000.0;microempresarial
3152;femenino;comercio;papeleria;la milagrosa;2.0;9.0;2018-10-29;7800000.0;microempresarial
3153;femenino;comercio;fabrica de;olaya herrera;2.0;7.0;2018-07-25;7800000.0;microempresarial
3154;femenino;comercio;tienda;boyaca;3.0;5.0;2018-05-11;5800000.0;microempresarial
3155;femenino;comercio;almacen de ropa en;manrique central no. 1;3.0;4.0;2017-11-07;7000000.0;microempresarial
3156;femenino;comercio;almacen de ropa en;la floresta;1.0;12.0;2019-01-25;2500000.0;microempresarial
3157;masculino;comercio;fabrica de;santo domingo savio;1.0;1.0;2018-02-16;7800000.0;microempresarial
3158;femenino;comercio;tienda de helados;cabecera san cristobal;1.0;;2017-08-14;1500000.0;microempresarial
3159;femenino;comercio;variedades;guayabal;3.0;15.0;2017-09-29;3000000.0;microempresarial
3160;masculino;comercio;variedades;playon de los;2.0;2.0;2017-06-14;7300000.0;microempresarial
3161;femenino;comercio;variedades;san pablo;1.0;1.0;2017-09-27;7300000.0;microempresarial
3162;femenino;comercio;variedades;robledo;1.0;7.0;2018-10-18;4000000.0;microempresarial
3163;femenino;comercio;miscelanea;guayabal;3.0;15.0;2017-02-03;7000000.0;microempresarial
3164;femenino;servicio;barberia;belen;2.0;16.0;2018-02-20;2000000.0;microempresarial
3165;femenino;comercio;comidas rapidas;san javier no.1;3.0;13.0;2018-02-01;7800000.0;microempresarial
3166;femenino;comercio;tienda;granizal;2.0;1.0;2018-04-12;6000000.0;microempresarial
3167;femenino;industria;fabrica de;la milagrosa;2.0;9.0;2016-02-15;2500000.0;microempresarial
3168;masculino;comercio;tienda;la milagrosa;2.0;9.0;2019-05-07;8200000.0;microempresarial
3169;femenino;comercio;fabrica de helados;la cruz;1.0;3.0;2019-05-30;4000000.0;microempresarial
3170;femenino;industria;cafeteria;santa monica;3.0;12.0;2018-02-23;7800000.0;microempresarial
3171;femenino;industria;fabrica de;doce de octubre no.1;2.0;6.0;2016-11-16;6800000.0;microempresarial
3172;femenino;industria;fabrica de calzado;barrio caicedo;2.0;9.0;2016-04-26;4000000.0;microempresarial
3173;masculino;servicio;mantenimiento en;pedregal;3.0;6.0;2018-08-08;6000000.0;microempresarial
3174;masculino;comercio;almacen de ropa en;robledo;2.0;7.0;2017-09-12;4000000.0;juridica y cap.semilla
3175;femenino;comercio;tienda naturista;villa hermosa;3.0;8.0;2017-01-17;7370000.0;microempresarial
3176;masculino;comercio;variedades;castilla;3.0;5.0;2017-10-02;3000000.0;microempresarial
3177;femenino;comercio;fabrica de;campo valdes no. 1;3.0;4.0;2019-05-03;7800000.0;microempresarial
3178;masculino;servicio;comidas rapidas;san javier no.1;1.0;13.0;2017-08-23;7377000.0;microempresarial
3179;femenino;comercio;almacen de ropa en;belencito;2.0;13.0;2018-10-11;6000000.0;microempresarial
3180;femenino;industria;fabrica de;loreto;1.0;9.0;2017-05-04;5000000.0;microempresarial
3181;masculino;industria;fabrica de;castilla;3.0;5.0;2017-12-19;3000000.0;microempresarial
3182;femenino;industria;fabrica de;cabecera san cristobal;2.0;;2017-09-21;4500000.0;microempresarial
3183;femenino;comercio;fabrica de calzado;20 de julio;1.0;13.0;2017-03-09;6000000.0;microempresarial
